agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
"California Dept. of Justice, Div. of Law Enforcement",Special jurisdiction,419, , , , , ,6Th Floor,1102 Q Street, ,Sacramento,CA,Sacramento,95811, , , , ,6067,"6Th Floor, Sacramento, CA 95811",38.5991884,-121.4923958
Scottsdale Police Dept,Local police department,417, , , , , ,Pdhq,8401 E. Indian School Road, ,Scottsdale,AZ,Maricopa,85251, , , , ,4013,"Pdhq, Scottsdale, AZ 85251",33.4986286,-111.9224398
Nevada Highway Patrol,Primary state law enforcement agency,417, , , , , ,555 Wright Way, , ,Carson City,NV,Carson,89711, , , , ,32510,"555 Wright Way, Carson City, NV 89711",39.1536104,-119.764264
Newport News Police Department,Local police department,415, , , , , ,9710 Jefferson Avenue, , ,Newport News,VA,Newport News City,23605, , , , ,51700,"9710 Jefferson Avenue, Newport News, VA 23605",37.0296547,-76.4499082
Stockton Police Department,Local police department,415, , , , , ,115 S Walnut, , ,Stockton,CA,San Joaquin,95202, , , , ,6077,"115 S Walnut, Stockton, CA 95202",37.9573836,-121.2883857
Norfolk (City) Sheriff's Office,Sheriff's office,414, , , , , ,811 E City Hall Ave, , ,Norfolk,VA,Norfolk City,23510, , , , ,51710,"811 E City Hall Ave, Norfolk, VA 23510",36.8458652,-76.28487129999999
Martin County Sheriff's Office,Sheriff's office,414, , , , , ,Po Box 180,Capitol Ave, ,Stuart,FL,Martin,34994, , , , ,12085,"Po Box 180, Stuart, FL 34994",27.1916272,-80.2488596
Washoe County Sheriff's Office,Sheriff's office,414, , , , , ,911 E Parr Blvd, , ,Reno,NV,Washoe,89512, , , , ,32031,"911 E Parr Blvd, Reno, NV 89512",39.5736323,-119.8109919
St. Tammany Parish Sheriff's Office,Sheriff's office,409, , , , , ,Po Box 1120,Sheriff's Ofc, ,Covington,LA,St. Tammany,70434, , , , ,22103,"Po Box 1120, Covington, LA 70434",30.4940377,-90.107978
Sarasota County Sheriff's Office,Sheriff's office,409, , , , , ,Po Box 4115, , ,Sarasota,FL,Sarasota,34230, , , , ,12115,"Po Box 4115, Sarasota, FL 34230",27.3350021,-82.537412
Hartford Police Department,Local police department,408, , , , , ,19 West Main St, , ,Hartford,CT,Hartford,6120, , , , ,9003,"19 West Main St, Hartford, CT 6120",41.671177,-72.8680962
Arapahoe County Sheriff's Office,Sheriff's office,407, , , , , ,13101 E Broncos Pkwy, , ,Centennial,CO,Arapahoe,80112, , , , ,8005,"13101 E Broncos Pkwy, Centennial, CO 80112",39.5799859,-104.8377392
Suffolk County Sheriff's Office,Sheriff's office,406, , , , , ,20 Bradston St, , ,Boston,MA,Suffolk,2118, , , , ,25025,"20 Bradston St, Boston, MA 2118",42.3337127,-71.0683738
Huntsville Police Department,Local police department,405, , , , , ,205 S Main Street, , ,Huntsville,AL,Madison,35804, , , , ,1089,"205 S Main Street, Huntsville, AL 35804",34.7303688,-86.5861037
Fort Bend County Sheriff's Office,Sheriff's office,400, , , , , ,1410 Ransom Rd, , ,Richmond,TX,Fort Bend,77469, , , , ,48157,"1410 Ransom Rd, Richmond, TX 77469",29.5640319,-95.7052364
Columbus Police Department,Local police department,400, , , , , ,300 E Maple, , ,Columbus,GA,Muscogee,31902, , , , ,13215,"300 E Maple, Columbus, GA 31902",32.46862,-84.99141
Anaheim Police Department,Local police department,398, , , , , ,425 S. Harbor Boulevard, , ,Anaheim,CA,Orange,92805, , , , ,6059,"425 S. Harbor Boulevard, Anaheim, CA 92805",33.8302637,-117.9201191
Camden Police,Local police department,397, , , , , ,800 Federal Street, , ,Camden,NJ,Camden,8103, , , , ,34007,"800 Federal Street, Camden, NJ 8103",39.9437024,-75.1162295
Greenville County Sheriff's Office,Sheriff's office,397, , , , , ,4 Mcgee St, , ,Greenville,SC,Greenville,29601, , , , ,45045,"4 Mcgee St, Greenville, SC 29601",34.8531685,-82.387401
Ohio Department of Natural Resources - Office of Law Enforcement,Special jurisdiction,394, , , , , ,2045 Morse Rd. Bldg. D-3, , ,Columbus,OH,Franklin,43229, , , , ,39049,"2045 Morse Rd. Bldg. D-3, Columbus, OH 43229",40.0583445,-82.9656559
Summit County Sheriff's Office,Sheriff's office,393, , , , , ,Po Box 210,501 North Park Ave, ,Akron,OH,Summit,44308, , , , ,39153,"Po Box 210, Akron, OH 44308",41.08021540000001,-81.5198692
Navajo Nation Tribal Department of Law Enforcement,Local police department,393, , , , , ,P O Box 3360, , ,Window Rock,AZ,Apache,86515, , , , ,4001,"P O Box 3360, Window Rock, AZ 86515",35.680573,-109.0525929
Osceola County Sheriff's Office,Sheriff's office,388, , , , , ,309 6Th St, , ,Kissimmee,FL,Osceola,34744, , , , ,12097,"309 6Th St, Kissimmee, FL 34744",28.2923689,-81.32893969999999
Escambia County Sheriff's Office,Sheriff's office,388, , , , , ,316 Court St, , ,Pensacola,FL,Escambia,32501, , , , ,12033,"316 Court St, Pensacola, FL 32501",30.423724,-87.2269973
Du Page County Sheriff's Office,Sheriff's office,386, , , , , ,501 N County Farm Rd, , ,Wheaton,IL,Du Page,60187, , , , ,17043,"501 N County Farm Rd, Wheaton, IL 60187",41.8687754,-88.140585
Des Moines Police Department,Local police department,385, , , , , ,21900 11Th Ave South, , ,Des Moines,IA,Polk,50309, , , , ,19153,"21900 11Th Ave South, Des Moines, IA 50309",41.581085,-93.5993092
Riverside Police Department,Local police department,385, , , , , ,1791 Harshman Road, , ,Riverside,CA,Riverside,92501, , , , ,6065,"1791 Harshman Road, Riverside, CA 92501",33.9806005,-117.3754942
Charleston Police Department,Local police department,382, , , , , ,Post Office Box 420, , ,Charleston,SC,Charleston,29403, , , , ,45019,"Post Office Box 420, Charleston, SC 29403",32.8007242,-79.9500477
Chesapeake Police Department,Local police department,376, , , , , ,304 Albemarle Drive, , ,Chesapeake,VA,Chesapeake City,23322, , , , ,51550,"304 Albemarle Drive, Chesapeake, VA 23322",36.718202,-76.2491491
Lubbock Police Department,Local police department,376, , , , , ,P. O. Box 2000, , ,Lubbock,TX,Lubbock,79457, , , , ,48303,"P. O. Box 2000, Lubbock, TX 79457",33.56,-101.84
Atlantic City Police,Local police department,376, , , , , ,2711 Atlantic Avenue, , ,Atlantic City,NJ,Atlantic,8401, , , , ,34001,"2711 Atlantic Avenue, Atlantic City, NJ 8401",39.3554809,-74.4450519
Knoxville Police Department,Local police department,375, , , , , ,P.O. Box 3610, , ,Knoxville,TN,Knox,37927, , , , ,47093,"P.O. Box 3610, Knoxville, TN 37927",36.0,-83.92000000000002
Miami Beach Police Department,Local police department,374, , , , , ,1100 Washington Avenue, , ,Miami Beach,FL,Miami-Dade,33139, , , , ,12086,"1100 Washington Avenue, Miami Beach, FL 33139",25.782347,-80.132992
Anchorage Police Department,Local police department,372, , , , , ,11506 Park Rd., , ,Anchorage,AK,Anchorage,99507, , , , ,2020,"11506 Park Rd., Anchorage, AK 99507",61.14876899999999,-149.8010811
Tacoma Police Department,Local police department,371, , , , , ,3701 South Pine, , ,Tacoma,WA,Pierce,98409, , , , ,53053,"3701 South Pine, Tacoma, WA 98409",47.2243804,-122.4728198
Santa Ana Police Department,Local police department,369, , , , , ,60 Civic Center Plaza, , ,Santa Ana,CA,Orange,92701, , , , ,6059,"60 Civic Center Plaza, Santa Ana, CA 92701",33.7479933,-117.8743041
Washington County Sheriff's Office,Sheriff's office,369, , , , , ,399 Broadway, , ,Hillsboro,OR,Washington,97123, , , , ,41067,"399 Broadway, Hillsboro, OR 97123",45.5201249,-122.9898227
Lafayette Parish Sheriff's Office,Sheriff's office,367, , , , , ,316 W Main St,PO Drawer 3508, ,Lafayette,LA,Lafayette,70501, , , , ,22055,"316 W Main St, Lafayette, LA 70501",30.223113,-92.0215959
North Carolina State Bureau of Investigation,Special jurisdiction,367, , , , , ,Po Box 29500, , ,Raleigh,NC,Wake,27626, , , , ,37183,"Po Box 29500, Raleigh, NC 27626",35.77,-78.64
Adams County Sheriff's Office,Sheriff's office,364, , , , , ,313 S 1St St,PO Box 608, ,Brighton,CO,Adams,80601, , , , ,8001,"313 S 1St St, Brighton, CO 80601",39.9845805,-104.8222297
Arlington County Police Department,Local police department,364, , , , , ,1425 N. Courthouse Rd., , ,Arlington,VA,Arlington,22201, , , , ,51013,"1425 N. Courthouse Rd., Arlington, VA 22201",38.889881,-77.0831772
Tallahassee Police Department,Local police department,364, , , , , ,234 East Seventh Avenue, , ,Tallahassee,FL,Leon,32303, , , , ,12073,"234 East Seventh Avenue, Tallahassee, FL 32303",30.4582454,-84.27917
Reno Police Department,Local police department,362, , , , , ,Po Box 1900, , ,Reno,NV,Washoe,89505, , , , ,32031,"Po Box 1900, Reno, NV 89505",39.53,-119.81
East Baton Rouge Parish Sheriff's Office,Sheriff's office,359, , , , , ,Po Box 3277,300 North Blvd-Munic Bldg, ,Baton Rouge,LA,East Baton Rouge,70821, , , , ,22033,"Po Box 3277, Baton Rouge, LA 70821",30.45,-91.17999999999999
Chesapeake (City) Sheriff's Office,Sheriff's office,358, , , , , ,401 Albemarle Dr, , ,Chesapeake,VA,Chesapeake City,23322, , , , ,51550,"401 Albemarle Dr, Chesapeake, VA 23322",36.717701,-76.251674
New Castle County Police Department,Local police department,358, , , , , ,87 Reads Way, , ,New Castle,DE,New Castle,19720, , , , ,10003,"87 Reads Way, New Castle, DE 19720",39.6859012,-75.6130422
Tempe Police Department,Local police department,357, , , , , ,120 E. 5Th Street, , ,Tempe,AZ,Maricopa,85281, , , , ,4013,"120 E. 5Th Street, Tempe, AZ 85281",33.4259087,-111.9375633
Montgomery County Sheriff's Office,Sheriff's office,357, , , , , ,Po Box 432,200 Clark Dr, ,Conroe,TX,Montgomery,77301, , , , ,48339,"Po Box 432, Conroe, TX 77301",30.3120301,-95.42537569999999
Mecklenburg County Sheriff's Office,Sheriff's office,355, , , , , ,700 E 4Th St, , ,Charlotte,NC,Mecklenburg,28202, , , , ,37119,"700 E 4Th St, Charlotte, NC 28202",35.2207455,-80.83860059999999
Seminole County Sheriff's Office,Sheriff's office,355, , , , , ,"Courthouse, 110 S Wewoka", , ,Sanford,FL,Seminole,32773, , , , ,12117,"Courthouse, 110 S Wewoka, Sanford, FL 32773",35.1586902,-96.49334569999999
Kansas City Police Department,Local police department,354, , , , , ,1125 Locust Street, , ,Kansas City,KS,Wyandotte,66101, , , , ,20209,"1125 Locust Street, Kansas City, KS 66101",39.100029,-94.5769794
Wake County Sheriff's Office,Sheriff's office,354, , , , , ,Po Box 550, , ,Raleigh,NC,Wake,27602, , , , ,37183,"Po Box 550, Raleigh, NC 27602",35.7756018,-78.64039869999999
Columbia Police Department,Local police department,351, , , , , ,Po Box 10, , ,Columbia,SC,Richland,29201, , , , ,45079,"Po Box 10, Columbia, SC 29201",33.9873389,-81.0368211
New Hampshire State Police,Primary state law enforcement agency,350, , , , , ,33 Hazen Dr,33 Hazel Dr., ,Concord,NH,Merrimack,3305, , , , ,33013,"33 Hazen Dr, Concord, NH 3305",43.2187293,-71.51267349999999
Marion County Sheriff's Office,Sheriff's office,349, , , , , ,2715 E Highway 76 Ste C, , ,Ocala,FL,Marion,34478, , , , ,12083,"2715 E Highway 76 Ste C, Ocala, FL 34478",29.1871986,-82.14009229999999
Elizabeth Police,Local police department,348, , , , , ,One Police Plaza, , ,Elizabeth,NJ,Union,7201, , , , ,34039,"One Police Plaza, Elizabeth, NJ 7201",40.6666895,-74.2128067
Bakersfield Police Department,Local police department,348, , , , , ,1601 Truxtun Avenue, , ,Bakersfield,CA,Kern,93301, , , , ,6029,"1601 Truxtun Avenue, Bakersfield, CA 93301",35.3731395,-119.0206941
Harris County Constable Pct. 4,Constable/marshal,346, , , , , ,6831 Cypresswood Dr,Attn: Lt. Walls, ,Spring,TX,Harris,77379, , , , ,48201,"6831 Cypresswood Dr, Spring, TX 77379",30.0118442,-95.5115587
San Bernardino Police Department,Local police department,345, , , , , ,710 North D Street, , ,San Bernardino,CA,San Bernardino,92401, , , , ,6071,"710 North D Street, San Bernardino, CA 92401",34.1124314,-117.292334
Irving Police Department,Local police department,344, , , , , ,Po Box 152288, , ,Irving,TX,Dallas,75015, , , , ,48113,"Po Box 152288, Irving, TX 75015",32.830161,-96.9803989
South Carolina Law Enforcement Division,Special jurisdiction,344, , , , , ,Po Box 21398, , ,Columbia,SC,Richland,29221, , , , ,45079,"Po Box 21398, Columbia, SC 29221",34.0008322,-81.035147
Plano Police Department,Local police department,343, , , , , ,P. O. Box 860358, , ,Plano,TX,Collin,75086, , , , ,48085,"P. O. Box 860358, Plano, TX 75086",33.02,-96.69999999999999
New Jersey Division of Criminal Justice,Special jurisdiction,342, , , , , ,P.O. Box 085, , ,Trenton,NJ,Mercer,8625, , , , ,34021,"P.O. Box 085, Trenton, NJ 8625",40.2205824,-74.759717
Salt Lake County Sheriff's Office,Sheriff's office,342, , , , , ,2001 S State St Ste S2700, , ,Salt Lake City,UT,Salt Lake,84190, , , , ,49035,"2001 S State St Ste S2700, Salt Lake City, UT 84190",40.726827,-111.88734
Fayetteville Police Department,Local police department,341, , , , , ,308 West Market Street, , ,Fayetteville,NC,Cumberland,28301, , , , ,37051,"308 West Market Street, Fayetteville, NC 28301",35.06375209999999,-78.8722341
Los Angeles School Police Department,Special jurisdiction,340, , , , , ,1330 West Pico Boulevard, , ,Los Angleles,CA,Los Angeles,90015, , , , ,6037,"1330 West Pico Boulevard, Los Angleles, CA 90015",34.0421846,-118.2741318
Cherokee County Sheriff's Office,Sheriff's office,340, , , , , ,111 N 5Th St, , ,Canton,GA,Cherokee,30115, , , , ,13057,"111 N 5Th St, Canton, GA 30115",34.2367621,-84.4907621
Hialeah Police Department,Local police department,338, , , , , ,5555 East 8Th Avenue, , ,Hialeah,FL,Miami-Dade,33013, , , , ,12086,"5555 East 8Th Avenue, Hialeah, FL 33013",25.8726209,-80.2663685
Clayton County Police Department,Local police department,336, , , , , ,7930 N. Mcdonough Street, , ,Jonesboro,GA,Clayton,30236, , , , ,13063,"7930 N. Mcdonough Street, Jonesboro, GA 30236",33.5397805,-84.3461411
Henderson Police Department,Local police department,336, , , , , ,223 Lead Street,PO Box 95050, ,Henderson,NV,Clark,89009, , , , ,32003,"223 Lead Street, Henderson, NV 89009",36.0300707,-114.983262
San Mateo County Sheriff's Office,Sheriff's office,334, , , , , ,400 County Ctr, , ,Redwood City,CA,San Mateo,94063, , , , ,6081,"400 County Ctr, Redwood City, CA 94063",37.4881407,-122.2306653
Maine State Police,Primary state law enforcement agency,334, , , , , ,"45 Commerce Drive, Suite 1", , ,Augusta,ME,Kennebec,4333, , , , ,23011,"45 Commerce Drive, Suite 1, Augusta, ME 4333",44.3663582,-69.8009059
Chandler Police Department,Local police department,333, , , , , ,P. O. Box 425, , ,Chandler,AZ,Maricopa,85244, , , , ,4013,"P. O. Box 425, Chandler, AZ 85244",33.3046757,-111.8387038
Hamilton County Sheriff's Office,Sheriff's office,330, , , , , ,Po Box 764,103 West Ave C, ,Cincinnati,OH,Hamilton,45202, , , , ,39061,"Po Box 764, Cincinnati, OH 45202",39.100248,-84.5119313
California Dept of Fish And Game - Law Enforcement,Special jurisdiction,330, , , , , ,1416 Ninth St,Room 1326, ,Sacramento,CA,Sacramento,95814, , , , ,6067,"1416 Ninth St, Sacramento, CA 95814",38.5756389,-121.4974296
Maui (County) Police Department,Local police department,329, , , , , ,55 Mahalani Street, , ,Wailuku,HI,Maui,96793, , , , ,15009,"55 Mahalani Street, Wailuku, HI 96793",20.888132,-156.4886278
Albany Police Department,Local police department,328, , , , , ,204 Water St., , ,Albany,NY,Albany,12210, , , , ,36001,"204 Water St., Albany, NY 12210",42.65741999999999,-73.74269199999999
DeKalb County Sheriff's Office,Sheriff's office,325, , , , , ,4415 Memorial Dr, , ,Decatur,GA,DeKalb,30032, , , , ,13089,"4415 Memorial Dr, Decatur, GA 30032",33.7756919,-84.24480260000001
North Charleston Police Department,Local police department,325, , , , , ,Po Box 62558, , ,North Charleston,SC,Charleston,29419, , , , ,45019,"Po Box 62558, North Charleston, SC 29419",32.8769132,-80.01138689999999
Garland Police Department,Local police department,321, , , , , ,1891 Forest Lane, , ,Garland,TX,Dallas,75042, , , , ,48113,"1891 Forest Lane, Garland, TX 75042",32.9098087,-96.65597980000001
New York State Department of Environmental Conservation,Special jurisdiction,321, , , , , ,Division Of Law Enforcement, , ,Albany,NY,Albany,12233, , , , ,36001,"Division Of Law Enforcement, Albany, NY 12233",42.72,-73.83
Grand Rapids Police Department,Local police department,319, , , , , ,1 Monroe Center Nw, , ,Grand Rapids,MI,Kent,49503, , , , ,26081,"1 Monroe Center Nw, Grand Rapids, MI 49503",42.9637202,-85.66901209999999
Clackamas County Sheriff's Office,Sheriff's office,319, , , , , ,2223 Kaen Rd, , ,Oregon City,OR,Clackamas,97045, , , , ,41005,"2223 Kaen Rd, Oregon City, OR 97045",45.3299508,-122.600396
Hennepin County Sheriff's Office,Sheriff's office,319, , , , , ,350 S 5Th St,Room 6 Courthouse, ,Minneapolis,MN,Hennepin,55415, , , , ,27053,"350 S 5Th St, Minneapolis, MN 55415",44.9772839,-93.2652365
Harris County Constable Pct. 5,Constable/marshal,318, , , , , ,17423 Katy Freeway, , ,Houston,TX,Harris,77094, , , , ,48201,"17423 Katy Freeway, Houston, TX 77094",29.783774,-95.6824889
Hollywood Police Department,Local police department,316, , , , , ,Post Office Box 308, , ,Hollywood,FL,Broward,33021, , , , ,12011,"Post Office Box 308, Hollywood, FL 33021",26.0197012,-80.1819268
Alexandria Police Department,Local police department,315, , , , , ,8236 W. Main St., , ,Alexandria,VA,Alexandria City,22314, , , , ,51510,"8236 W. Main St., Alexandria, VA 22314",38.7999723,-77.0506896
Monterey County Sheriff's Office,Sheriff's office,315, , , , , ,1414 Natividad Rd, , ,Salinas,CA,Monterey,93906, , , , ,6053,"1414 Natividad Rd, Salinas, CA 93906",36.7011471,-121.6307691
New Hanover County Sheriff's Office,Sheriff's office,315, , , , , ,3950 Juvenile Center Rd, , ,Castle Hayne,NC,New Hanover,28429, , , , ,37129,"3950 Juvenile Center Rd, Castle Hayne, NC 28429",34.325154,-77.89455099999999
Amarillo Police Department,Local police department,311, , , , , ,200 E. Third Avenue, , ,Amarillo,TX,Potter,79101, , , , ,48375,"200 E. Third Avenue, Amarillo, TX 79101",35.2109392,-101.8377922
West Palm Beach Police Department,Local police department,310, , , , , ,600 Banyan Boulevard, , ,West Palm Beach,FL,Palm Beach,33401, , , , ,12099,"600 Banyan Boulevard, West Palm Beach, FL 33401",26.714148,-80.0574271
MARTA Police Department,Special jurisdiction,309, , , , , ,2424 Piedmont Rd N.E., , ,Atlanta,GA,Fulton,30324, , , , ,13121,"2424 Piedmont Rd N.E., Atlanta, GA 30324",33.8241328,-84.3684155
Henrico County Sheriff's Office,Sheriff's office,308, , , , , ,Po Box 27032, , ,Richmond,VA,Henrico,23273, , , , ,51087,"Po Box 27032, Richmond, VA 23273",37.63721590000001,-77.4737823
Lincoln Police Dept,Local police department,308, , , , , ,911 Pekin St, , ,Lincoln,NE,Lancaster,68508, , , , ,31109,"911 Pekin St, Lincoln, NE 68508",40.8136634,-96.7025764
Vermont State Police,Primary state law enforcement agency,307, , , , , ,103 S. Main St., , ,Waterbury,VT,Washington,5671, , , , ,50023,"103 S. Main St., Waterbury, VT 5671",44.3325273,-72.7526323
Wilmington Police Department,Local police department,306, , , , , ,One Safety Square,300 N. Walnut Street, ,Wilmington,DE,New Castle,19801, , , , ,10003,"One Safety Square, Wilmington, DE 19801",39.73174849999999,-75.5784992
Springfield Police Dept,Local police department,306, , , , , ,800 E Monroe  Room 345, , ,Springfield,MO,Greene,65802, , , , ,29077,"800 E Monroe  Room 345, Springfield, MO 65802",37.2013593,-93.2823781
Boise Police Department,Local police department,306, , , , , ,7200 Barrister, , ,Boise,ID,Ada,83704, , , , ,16001,"7200 Barrister, Boise, ID 83704",43.6081258,-116.2701351
New York State Park Police,Special jurisdiction,305, , , , , ,Agency Building #1,"Empire State Plaza, 11th Floor", ,Albany,NY,Albany,12238, , , , ,36001,"Agency Building #1, Albany, NY 12238",42.6497671,-73.7616216
Joliet Police Dept,Local police department,302, , , , , ,150 West Washington Street, , ,Joliet,IL,Will,60432, , , , ,17197,"150 West Washington Street, Joliet, IL 60432",41.5234366,-88.0853137
Rockford Police Dept,Local police department,300, , , , , ,420 West State Street, , ,Rockford,IL,Winnebago,61101, , , , ,17201,"420 West State Street, Rockford, IL 61101",42.2719061,-89.097456
Cumberland County Sheriff's Office,Sheriff's office,300, , , , , ,Po Box 56,166 Courthouse Square, ,Fayetteville,NC,Cumberland,28301, , , , ,37051,"Po Box 56, Fayetteville, NC 28301",35.06375209999999,-78.8722341
Bossier Parish Sheriff's Office,Sheriff's office,300, , , , , ,Po Box 850, , ,Benton,LA,Bossier,71006, , , , ,22015,"Po Box 850, Benton, LA 71006",32.6948677,-93.7418454
Butler County Sheriff's Office,Sheriff's office,300, , , , , ,Po Box 345,428 Sixth St, ,Hamilton,OH,Butler,45011, , , , ,39017,"Po Box 345, Hamilton, OH 45011",39.4296413,-84.5117321
Terrebonne Parish Sheriff's Office,Sheriff's office,300, , , , , ,Po Box 1670, , ,Houma,LA,Terrebonne,70361, , , , ,22109,"Po Box 1670, Houma, LA 70361",29.63743,-90.76021
Aurora Police Dept,Local police department,297, , , , , ,715 12Th St., , ,Aurora,IL,Kane,60506, , , , ,17089,"715 12Th St., Aurora, IL 60506",41.76919840000001,-88.38219889999999
Mahoning County Sheriff's Office,Sheriff's office,297, , , , , ,110 5Th Ave,Justice Center, ,Youngstown,OH,Mahoning,44503, , , , ,39099,"110 5Th Ave, Youngstown, OH 44503",41.1042306,-80.6549256
Spartanburg County Sheriff's Office,Sheriff's office,297, , , , , ,Po Box 771,8045 Howard St, ,Spartanburg,SC,Spartanburg,29304, , , , ,45083,"Po Box 771, Spartanburg, SC 29304",35.0053068,-82.0007889
Spokane Police Department,Local police department,295, , , , , ,West 1100 Mallon, , ,Spokane,WA,Spokane,99260, , , , ,53063,"West 1100 Mallon, Spokane, WA 99260",47.6655915,-117.4289708
Santa Barbara County Sheriff's Office,Sheriff's office,294, , , , , ,4434 Calle Real,PO Box 6427, ,Santa Barbara,CA,Santa Barbara,93110, , , , ,6083,"4434 Calle Real, Santa Barbara, CA 93110",34.4435448,-119.776794
Pierce County Sheriff's Office,Sheriff's office,292, , , , , ,Po Box 226, , ,Tacoma,WA,Pierce,98402, , , , ,53053,"Po Box 226, Tacoma, WA 98402",47.2529105,-122.4417426
St. Charles Parish Sheriff's Office,Sheriff's office,291, , , , , ,Po Box 426, , ,Hahnville,LA,St. Charles,70057, , , , ,22089,"Po Box 426, Hahnville, LA 70057",29.9765931,-90.40897079999999
Hawaii Department of Public Safety,Primary state law enforcement agency,290, , , , , ,919 Ala Moana Blvd,Ste 400, ,Honolulu,HI,Honolulu,96814, , , , ,15003,"919 Ala Moana Blvd, Honolulu, HI 96814",21.2950641,-157.858888
Bibb County Sheriff's Office,Sheriff's office,290, , , , , ,668 Oglethorpe St,PO Box 930, ,Macon,GA,Bibb,31201, , , , ,13021,"668 Oglethorpe St, Macon, GA 31201",32.8291993,-83.6372538
Travis County Sheriff's Office,Sheriff's office,290, , , , , ,P.O. Box 1748, , ,Austin,TX,Travis,78767, , , , ,48453,"P.O. Box 1748, Austin, TX 78767",30.2694174,-97.739694
Charles County Sheriff's Office,Sheriff's office,289, , , , , ,6915 Crain Hwy,PO Box 189, ,La Plata,MD,Charles,20646, , , , ,24017,"6915 Crain Hwy, La Plata, MD 20646",38.5230625,-76.9828951
Lucas County Sheriff's Office,Sheriff's office,289, , , , , ,1023 Linden Ave,PO Box 816, ,Toledo,OH,Lucas,43604, , , , ,39095,"1023 Linden Ave, Toledo, OH 43604",41.6541814,-83.5443287
New Bedford Police Department,Local police department,288, , , , , ,871 Rockdale Avenue, , ,New Bedford,MA,Bristol,2740, , , , ,25005,"871 Rockdale Avenue, New Bedford, MA 2740",41.6380876,-70.9509448
Snohomish County Sheriff's Office,Sheriff's office,287, , , , , ,3000 Rockefeller Ave,M/S 606, ,Everett,WA,Snohomish,98201, , , , ,53061,"3000 Rockefeller Ave, Everett, WA 98201",47.9770341,-122.2046516
Montgomery County Sheriff's Office,Sheriff's office,287, , , , , ,Po Box 432,200 Clark Dr, ,Clarksville,TN,Montgomery,37040, , , , ,47125,"Po Box 432, Clarksville, TN 37040",36.4722803,-87.3612205
Lafourche Parish Sheriff's Office,Sheriff's office,287, , , , , ,200 Canal Blvd Attn: Beccy Hebert,PO Box 5608, ,Thibodaux,LA,Lafourche,70302, , , , ,22057,"200 Canal Blvd Attn: Beccy Hebert, Thibodaux, LA 70302",29.8006181,-90.81800059999999
Lake County Sheriff's Office,Sheriff's office,286, , , , , ,513 CENTER STREET, , ,Tavares,FL,Lake,32778, , , , ,12069,"513 CENTER STREET, Tavares, FL 32778",28.8041579,-81.725632
Charlotte County Sheriff's Office,Sheriff's office,285, , , , , ,222 Law Ln, , ,Punta Gorda,FL,Charlotte,33982, , , , ,12015,"222 Law Ln, Punta Gorda, FL 33982",26.9297836,-82.0453664
Topeka Police Department,Local police department,283, , , , , ,320 S Kansas St Suite 100, , ,Topeka,KS,Shawnee,66603, , , , ,20177,"320 S Kansas St Suite 100, Topeka, KS 66603",39.055018,-95.6706542
East Orange Police,Local police department,283, , , , , ,61 North Munn Avenue, , ,East Orange,NJ,Essex,7017, , , , ,34013,"61 North Munn Avenue, East Orange, NJ 7017",40.7617537,-74.20848749999999
Lakewood Police Department,Local police department,282, , , , , ,12650 Detroit Avenue, , ,Lakewood,CO,Jefferson,80226, , , , ,8059,"12650 Detroit Avenue, Lakewood, CO 80226",39.7047095,-105.0813734
Tennessee Bureau of Investigation,Special jurisdiction,281, , , , , ,901 R. S. Gass Blvd., , ,Nashville,TN,Davidson,37216, , , , ,47037,"901 R. S. Gass Blvd., Nashville, TN 37216",36.2130772,-86.746783
Harford County Sheriff's Office,Sheriff's office,280, , , , , ,45 S Main St,PO Box 150, ,Bel Air,MD,Harford,21014, , , , ,24025,"45 S Main St, Bel Air, MD 21014",39.5360421,-76.34828449999999
San Joaquin County Sheriff's Office,Sheriff's office,280, , , , , ,7000 S Michael N Canlis Way, , ,French Camp,CA,San Joaquin,95231, , , , ,6077,"7000 S Michael N Canlis Way, French Camp, CA 95231",37.8855836,-121.2982695
Bernalillo County Sheriff's Office,Sheriff's office,279, , , , , ,Po Box 25927,400 Roma NW, ,Albuquerque,NM,Bernalillo,87125, , , , ,35001,"Po Box 25927, Albuquerque, NM 87125",35.09,-106.64
Georgia Bureau of Investigation,Special jurisdiction,278, , , , , ,3121 Panthersville Road, , ,Decatur,GA,DeKalb,30034, , , , ,13089,"3121 Panthersville Road, Decatur, GA 30034",33.6927503,-84.27303739999999
Evansville Police,Local police department,277, , , , , ,15 N.W. Mlk Jr. Blvd., , ,Evansville,IN,Vanderburgh,47708, , , , ,18163,"15 N.W. Mlk Jr. Blvd., Evansville, IN 47708",37.9738464,-87.5674988
Texas Alcoholic Beverage Commission,Special jurisdiction,277, , , , , ,5806 Mesa Drive,Enforcement Training Section, ,Austin,TX,Travis,78731, , , , ,48453,"5806 Mesa Drive, Austin, TX 78731",30.3421103,-97.7712124
Alachua County Sheriff's Office,Sheriff's office,276, , , , , ,Po Box 1210,2621 Hawthorne Rd, ,Gainesville,FL,Alachua,32602, , , , ,12001,"Po Box 1210, Gainesville, FL 32602",29.66482409999999,-82.3244464
